03MPe,1R6/4qpkp/1P1p2p1/2pP4/1pPb1Q2/1P1B2PP/5P1K/r7 w - - 3 30,b6b7 e7e1 b8g8 g7g8 b7b8q g8g7 d3f1 a1a2 f4f7 g7f7
03cYQ,6rk/2p2q2/1p4rp/2PR1b1p/P6Q/1P2p1PP/5P1N/3R2K1 w - - 0 36,h2f3 f5g4 h3g4 f7f3 d5h5 f3d1
03dZo,7r/1b2kppp/1Nn1pn2/6q1/3p4/2PB4/P4PPP/R2QR1K1 w - - 0 20,d1c2 c6e5 d3e4 f6e4
03gc3,8/2P3p1/7k/8/1P2npKP/4q2P/2Q5/8 w - - 3 60,c7c8q e3g3 g4f5 e4d6 f5e5 f4f3 e5d5 d6c8 c2c8 g3f4
03r9U,r1b2rk1/1pP3pp/3p4/3Pp3/1B2P2q/P2Q1p1P/1P3PP1/2R2RK1 w - - 0 22,b4d6 c8h3 d6e5 f3g2
03uRG,rn1qk2r/pbppbppp/1p3n2/3P2B1/8/2N2N2/PPP2PPP/R2QKB1R b KQkq - 0 7,f6d5 c3d5 e7g5 f3g5 d8g5 d5c7 e8d8 d1d6
03vhG,8/p5k1/1p4p1/2pp4/5KP1/1PP2P1P/8/8 w - - 0 43,h3h4 a7a5 f4e5 c5c4 b3c4 a5a4
03yEO,r6k/6p1/4Q2p/p4N2/6n1/8/Pq3PPP/3R2K1 w - - 1 34,e6f7 b2f2 g1h1 a8g8 f5h6 g7h6
03zQT,B4rk1/2ppqppp/8/p1p5/Q7/2b5/PPP2PPP/R1B2bK1 w - - 0 15,b2c3 e7e1 c1b2 f8e8 a1e1 e8e1 f2f3 f1b5 g1f2 e1f1 f2e3 b5a4
040eY,7r/1kp5/p6p/2pqP2Q/P3Rpp1/8/1PPr1PPP/2R3K1 w - - 1 25,h5f5 h8f8 f5f8 d5e4 f8c5 e4e2 h2h3 g4g3
04GC9,r2r3k/1pp3Nq/2n1Q3/p2n4/8/P3PP2/1P1BB3/1R2K3 b - - 0 30,h7g7 e1f2 g7h7 d2c3 d5c3 e6f6 h7g7 b1h1 h8g8 e2c4 d8d5 f6c3
04O0s,8/8/3k1P2/2r5/1p2PK2/1B6/8/8 b - - 0 53,c5c3 e4e5 d6d7 e5e6 d7d6 e6e7 c3c8 b3f7
04QpK,8/1p6/8/4k1p1/1P3p2/P1PRp1r1/4K3/2B5 w - - 0 45,c1e3 g3e3 d3e3 f4e3 e2e3 b7b5 e3f3 e5f5
04RAU,rn1qkbnr/pbp4p/1p2pp2/3pN1B1/3P4/8/PPP2PPP/RN1QKB1R b KQkq - 1 7,f6g5 d1h5 e8e7 h5f7 e7d6 b1a3
04S0T,2r1r1k1/5pp1/1Qp2n1p/8/2PPp3/2P1B2q/4BP2/1R3RK1 w - - 0 23,b6c5 e8e6 e3f4 e4e3 f2e3 f6e4 c5h5 e6g6 h5g6 f7g6
04TFa,rnb1kb1r/pp3ppp/2p2n2/4p3/8/1B1P1Q2/PPP2PqP/RNB1K1NR b KQkq - 1 7,c8h3 f3h3 g2h1 h3c8 e8e7 e1f1 b8d7 c8a8
04YUe,1r1b1r1k/Rp6/3P1p2/2P4q/1P6/5Kp1/1B4Q1/4R3 w - - 2 38,f3f4 h5g5 f4f3 g5f5 f3e2 f8e8 e2d2 e8e1 d2e1 f5b1 e1e2 b1b2
04cTc,2N4b/8/1p4pp/1Pp2p2/Pk3P2/1P2Pn1P/2K5/8 b - - 2 39,b4a5 c8e7 f3e1 c2d1 a5b4 e7d5
04hHW,rnb1kb1r/pp3p2/3p3p/qB2p1p1/4n3/2N2NB1/PPP2PPP/R2QK2R b KQkq - 3 10,c8d7 d1d5 d7b5 g3e5
04isr,rr5k/4Np1p/5Ppb/8/p2P4/Q7/1B1q2PP/1R3RK1 w - - 2 30,b2c1 d2d4 g1h1 b8b1 a3f3 a8a6 c1h6 b1f1 f3f1 a6f6 f1c1 f6d6
04ixu,8/8/5kp1/3K1p1p/4p2P/4P1P1/5P2/8 b - - 0 38,g6g5 h4g5 f6g5 d5e5 g5g4 e5e6
04lSm,r1b1k2r/pp3p2/4pp1p/4n3/8/2Q2N2/1PPK1PPP/q2R1B1R b kq - 3 15,e5f3 d2e3 a1d1 f1b5 d1d7 b5d7
04rYU,r1bq2k1/1np3pp/1p1p4/p2P4/3P3b/4BQP1/PPP2P2/2KR3R b - - 0 16,h4g5 h1h7 g8h7 f3f7 g5e3 f2e3 c8h3 d1h1 d8c8 f7h5 h7g8 h1h3
052Wm,2r1k3/pp3p2/1b1pp1p1/1N6/4P1pq/8/PP2QP2/3R1RK1 w - - 0 20,b5d6 e8f8 e2d3 c8c2 d3c2 h4g3
056gr,1r1q1r2/1p1b2kp/pN1Q2p1/5p2/2B5/8/P4PPP/4R1K1 b - - 0 24,d7e8 b6d7 d8d7 e1e7 g7h6 e7d7
056qd,1k5r/4bp1p/Q3p3/2N2p2/1q1r4/8/PP3PPP/R3R1K1 w - - 1 24,e1e3 b4c5 e3c3 h8d8 c3c5 d4d1 a1d1 d8d1 a6f1 d1f1 g1f1 e7c5
05CjS,8/p4pp1/7p/2k1P2P/r1p2P2/2K1P3/P1R2P2/8 w - - 0 37,c2d2 a4a3 c3c2 a3a2 c2d1 a2d2 d1d2 c5d5
05GtN,r2q1k1r/p1p3p1/5n2/7p/2Qp1b2/1N3P2/P4P1P/1R2R2K b - - 3 20,a8b8 b3d4 b8b1 e1b1
05Jwg,r3k1r1/2p2p2/p3pP2/1pq5/2p1P3/2N4p/PQP2RPP/1R4K1 w q - 1 26,g1f1 g8g2 f2g2 h3g2 f1g2 e8c8
05K8U,r2k4/pp5q/8/2P3p1/1P4b1/2PK2Q1/P1B1r2P/R1B4R w - - 9 29,d3c4 g4e6 c4d4 h7c2 g3d3 d8e8
05MGM,6k1/6p1/3K4/2pPp1P1/2P1Np2/r4P2/8/8 b - - 0 48,a3f3 d6e7 g8h7 d5d6 f3d3 e4c5 d3d4 d6d7
05UEp,r4k2/1p3pb1/2p3p1/8/2pNp2Q/2PnP3/1q3P1R/5K1R b - - 6 35,g6g5 h4g5 a8a1 f1g2 b2f2 g2h3 f7f6 d4e6 f8f7 g5g7
05dOY,8/8/8/K1Pk1pp1/8/7P/1P6/8 w - - 0 43,b2b4 g5g4 h3g4 f5g4 b4b5 g4g3 c5c6 d5d6
05nJe,r4k1N/p1p2Bpp/1b6/2p3q1/4n3/5P2/PP4KP/R3Q2R w - - 4 24,g2f1 e4d2 f1e2 c5c4 e1d2 g5g2 e2d1 g2f3 d1c2 f3e4
05sf4,4K3/4R1P1/8/2k5/1p6/p7/1N6/6r1 w - - 0 51,e7c7 c5b6 c7c2 g1g7
05uNL,8/6p1/2k4p/2P1pp1P/7r/3PK3/1PR5/8 w - - 2 46,c2c4 h4c4 d3c4 c6c5 e3d3 c5b4 b2b3 f5f4 d3e4 b4c5
06IzH,8/7p/4k1p1/8/3KPp2/8/6PP/8 b - - 0 36,h7h5 e4e5 h5h4 h2h3 e6d7 d4e4
06Ohv,r1B4r/p1q1n2p/1P3Q1B/4p3/kP1ppp2/3P4/6PP/5RK1 b - - 0 28,c7c8 f1a1 a4b3 f6f7 b3c3 b6b7
06QjA,Q7/7P/8/5K2/B2b4/3k4/3pp3/8 b - - 0 59,e2e1q a8f3 e1e3 a4b5
06jl7,1r1r4/7R/p2P2p1/4R2p/PbN1P1pk/1P6/2P4P/6K1 w - - 3 34,e5e6 d8f8 e6e5 f8f3 e5d5 b8f8 c4d2 f3e3 d6d7 e3e1 g1g2 e1e2
06njT,5r2/2R2ppk/4p2p/4P3/1p1P1Q2/6P1/P4PKP/1q6 w - - 6 37,c7f7 f8f7 f4f7 b1a2 g2h3 a2c4
06oZg,1rb2rk1/6bp/1qppp1p1/2n3P1/p3PP2/1PN2B2/P1PB3Q/2KR3R b - - 1 19,a4b3 h2h7 g8f7 c3b5 b6b5 d2c3
06sJq,8/7p/2k5/2p2pp1/P1K5/1P5P/6P1/8 w - - 0 50,a4a5 g5g4 a5a6 g4g3 a6a7 c6b7 a7a8r b7a8
06vta,r2q2k1/1p3rp1/p1nb4/3Qp1N1/1P2p1b1/P5P1/2P2PK1/R1B4R b - - 5 21,d8e7 d5e4 g4f3 g5f3
073Mp,5rk1/1b2qpp1/pr2p2p/np1nN2P/4N3/P5Q1/1PB2PP1/2RR2K1 b - - 5 22,a5c6 e5d7 c6d4 d1d4 e7d7 e4f6
074cu,4r1k1/1p3pp1/2p4p/2Bn1B1P/8/8/nP3PP1/3R1K2 b - - 3 28,e8e5 f5b1 e5h5 f1g1
076QH,6R1/2r5/1p1p1ppk/p2B4/P1P5/1P4RP/5PK1/4q3 b - - 2 35,e1b1 g3g4 c7e7 g8h8
07A1R,8/7p/4k3/1p1p4/1PrR1PKP/8/5P2/8 w - - 1 40,d4c4 d5c4 g4f3 e6f5 f3e3 f5g4 f4f5 g4f5
07GkW,8/7p/5b2/P2p4/3kpKP1/7P/3B4/8 b - - 0 46,f6d8 d2e3 d4d3 a5a6 d8c7 f4f5 c7b8 a6a7 b8a7 e3a7 e4e3 f5e5 e3e2 a7f2
07Kq0,2r2rk1/pb1p2pp/1p1bp1n1/5n2/3N4/2P1B1Pq/PPBN1P1P/R3RQK1 b - - 2 17,h3g4 d4f5 f8f5 c2d1
07N42,3r1rk1/Q5pp/3bpq1n/8/8/2N1B3/PPP2PPP/R4RK1 w - - 3 18,e3d4 d6h2 g1h2 d8d4 h2g1 d4h4
07bZf,4r3/8/p7/1p2k2P/2p1bR2/P1K1B3/1PP3p1/8 w - - 2 36,h5h6 e8g8 f4h4 g8g3
07fBO,3qnrk1/3n2bp/B2p2p1/3Pp3/P3p1b1/B1R2N2/5PPP/3Q1RK1 w - - 0 18,h2h3 e4f3 h3g4 e5e4 c3f3 e4f3
07kTc,3k4/8/2P4P/3K1n2/2P5/4Bp2/8/8 w - - 1 64,e3f4 f5e7 d5d6 f3f2 c6c7 d8c8 d6e7 f2f1q
07pPl,3r4/6k1/3q1p2/6pQ/8/6R1/6PK/8 b - - 1 43,f6f5 h5g5 g7f7 g5g7 f7e6 h2h3 d6d4 g3g6 e6d5 g7f7 d5e4 g6e6 e4d3 f7f5
08Cyd,2rq1rk1/4b1pp/2n1p3/3pP1P1/pp3P2/3QB2R/PPP3P1/2K4R b - - 0 21,b4b3 d3h7 g8f7 h3h6 f7e8 h7g6 f8f7 h6h8 e8d7 h8d8
08WZb,4r1k1/p5pp/2Q2pb1/3p4/3q1b2/P1N4P/BP1r2P1/2R2R1K b - - 0 28,d2b2 c6d5 d4d5 a2d5 g8h8 f1f4
08X30,8/4R1pp/p2R4/1p2P3/1b6/4k3/6PP/r2B2K1 b - - 2 33,b4d6 e5d6 e3d2 e7f7
08a9e,2qr3k/6pp/8/5p2/1P1Qp3/4P1P1/P5K1/R7 w - - 12 40,d4b2 f5f4 e3f4 c8g4 b2f2 d8d3 a1e1 d3f3 e1e4 f3f2
08nB2,4r3/5k1p/1nq1p1p1/4QpP1/2PP1P2/p2K3P/PNP5/4R3 w - - 0 33,c4c5 a3b2 c5b6 e8c8 e5c7 c8c7
08vPp,8/3R4/4rPk1/2K3P1/4bP2/8/8/8 b - - 14 55,e6e8 d7g7 g6f5 f6f7 e8f8 c5d6
08zUQ,2kr4/ppp2ppp/8/3P3q/QPPNrBn1/8/P5PP/R4R1K w - - 1 18,d4b5 e4f4 h2h3 h5e5 h3g4 f4g4
08zzl,2r2qk1/p5b1/b1p1p1R1/1p1pP1Np/3P1r1P/8/PPPQ1P2/2KR4 b - - 1 22,f4f2 d2d3 f8f5 g5e6
090As,4k2r/2qn2p1/1r2p3/p1P4p/Q3p1n1/B6P/P3B1P1/R4R1K w k - 1 26,h3g4 h5g4 h1g1 c7h2 g1f2 e8g8
09AmQ,6k1/1p2ppbp/6p1/1P3qn1/1Q1B4/5P2/PPr3PP/R2R2K1 w - - 1 29,d4g7 c2g2 g1h1 g2c2 b4b3 g5f3 b3c2 f5c2
09C7E,8/8/1p2K1k1/p2R4/P4p2/1P3Pbp/8/8 w - - 0 61,d5d1 h3h2 e6e5 g6g5 d1d8 g3e1 d8g8 g5h4 g8h8 h4g3
09DMC,r1bqk2r/ppp2ppp/2np4/2b3B1/4n3/1NN5/PPP2PPP/R2QKB1R w KQkq - 0 8,g5d8 c5f2 e1e2 c8g4 e2d3 c6e5 d3e4 f7f5 e4d5 a8d8
09Ebl,8/3Q2pk/pq1p1r1p/1p6/1pn1N3/7P/P2r1PP1/2R2RK1 b - - 9 35,f6f4 e4d2 c4d2 c1c6 b6c6 d7c6
09Gxy,6k1/2p3pp/3b1r2/Pp1pNbq1/1p1Pp3/1P2P3/2Q2PB1/R1R4K w - - 2 30,c2e2 d6e5 d4e5 f6g6 e2f1 g5h5 h1g1 f5h3
09IOT,r2q1rk1/2p2pp1/7p/p1b1pN2/4P1b1/2pP1N2/P1Q2P2/R1B1K1R1 b Q - 0 20,g4f3 g1g7 g8h8 g7g3 f8g8 g3f3
09KrT,8/p7/P7/2p2K1P/6N1/2k3P1/3r4/8 b - - 0 48,c3b2 h5h6 d2d8 h6h7 c5c4 g4e3 c4c3 g3g4 d8f8 f5g6
09Lco,1krq1b1N/1p1b1Qpp/5n2/4p1N1/3n4/8/PPPP1PPP/R1B2RK1 w - - 5 18,c2c3 d4e2 g1h1 d7c6 d2d4 c6d5
09QHj,N5k1/pb4pp/7q/3p2r1/2P5/4p1P1/PP5P/R2Q1R1K w - - 0 24,a8c7 d5c4 f1f3 h6f6 h1g1 b7f3
09TNk,r5k1/pp2rp1p/1q2p1p1/3p4/4n3/1PP2Q1P/P4PP1/R1B1R1K1 b - - 2 22,a8c8 e1e4 d5e4 f3f6 b6c5 c1e3 c5c3 e3d4 c3a1 d4a1
09WuH,r1b2rk1/1p3ppp/p1n5/6PN/q2pQ2P/2PB4/1P3P2/2KR3R b - - 1 19,a4a1 c1c2 a1a4 c2b1 g7g6 h5f6
09aOV,4r1k1/ppb4p/2p2Qp1/3pN3/3P1PP1/2P5/PP2qR2/6K1 b - - 6 41,e2d1 g1h2 e8f8 f6e6 g8h8 e6e7
09b5I,r4r2/bpk2pp1/2p4p/p1N5/P1Qp2q1/2P5/1P3PP1/3RR1K1 b - - 7 22,a8d8 e1e7 c7c8 d1e1 a7c5 c4c5
09oCo,1r2r3/4pRbk/p2pP1p1/q1p3Bp/4P2P/2NQ4/p5P1/K4R2 w - - 2 27,g5e7 a5a3 f7g7 h7h8 d3d2 b8b1
09uTb,5rk1/ppr2pbp/1q1p2p1/1R1P1b2/2PNp3/1PQ1B2P/5PP1/5RK1 b - - 5 25,g7d4 e3d4 b6b5 c3e3 b5e8 d4f6
09wi7,8/2r2p2/3k2p1/p1R5/P2K4/8/6P1/8 w - - 0 43,c5c7 d6c7 d4c5 g6g5
0A8Xj,5rk1/pppb2p1/7p/2QpqP1P/P3p1P1/8/2P3K1/R3R3 b - - 1 29,d7f5 e1f1 f8f6 g4f5 f6f5 f1f5
0ABCM,3r3k/2nq3p/1pb3p1/2r5/8/P6P/1P2RPP1/1QR3K1 b - - 1 31,d7h3 g2h3 c5g5 g1h2
0AK1R,1r5k/2p2Rp1/3q3p/QP5B/3P4/4n1P1/7P/6K1 w - - 0 32,f7c7 d6d4 a5a7 b8f8
0AKgx,4r3/pb4p1/1p1Q4/1kp1p2p/6qN/6P1/PP3P1P/5RK1 b - - 0 30,g4h3 a2a4 b5a4 d6d3
0AZu2,8/8/8/p1p2kPp/3pp2P/1P4P1/P2K4/8 w - - 8 59,d2e2 a5a4 b3a4 c5c4 g5g6 f5g6 a4a5 c4c3 a5a6 d4d3 e2f2 c3c2
0AawF,r1b2rk1/1q3pp1/2p4p/3np3/p3Q3/b3B3/B1PN1PPP/KR5R b - - 5 23,d5c3 e4e5 c3b5 e3d4 b5d4 b1b7
0Ap9Q,rn1q1rk1/1p4pn/p2p4/2pP2b1/2P5/2NQP3/PP1N2P1/2KR3R b - - 0 17,h7f6 d2f3 g5h6 h1h6 g7h6 d3g6 g8h8 g6h6
0B41o,8/p7/1p3p2/2p2N1P/8/k1b3P1/8/7K b - - 1 57,c3e5 h5h6 c5c4 h6h7 c4c3 f5e3 c3c2 e3c2
0B4Hl,r3k1nr/p4p1p/b1n5/3pP3/1ppP2pN/2P1q1P1/PPK1B1P1/RN1Q1R2 w kq - 2 18,h4f5 b4b3 a2b3 c6b4 c3b4 c4b3
0BBHW,r4rk1/ppq2p1p/4bbp1/8/8/1B3Q2/PP3PPP/R1B2RK1 b - - 5 17,e6b3 f3f6 c7b6 f6c3 b3d5 c1h6 f7f6 h6f8
0BJ8K,7k/p5pp/1pr5/2b5/4P2q/1QP2P2/PB5P/R6K w - - 0 22,a1d1 c6d6 b3c2 h4f2 c2f2 d6d1 h1g2 c5f2
0BLE8,r6k/5p1P/2n1pb2/3p4/1p1PnP2/1P3N2/2P3Q1/qNKR3R w - - 3 28,f3e5 c6e5 d4e5 f6g5 f4g5 a8a2 g2e4 a1b2 c1d2 d5e4 d2e3 a2a8
0BUAk,r2qk2r/1b1nnpb1/pp2p3/3pP1NP/3p1QP1/2NB4/PPP2P2/2KRR3 b kq - 1 16,e7f5 g4f5 g7h6 e1g1
0BULo,1Q6/p1p3pk/1p2qnnp/8/2P1pp1P/P5P1/1BP2P2/3RR1K1 w - - 0 25,f2f3 e6h3 b2f6 h3g3 g1f1 g3h3
0BUyx,7R/2k5/8/4p2P/4K3/2r5/8/8 b - - 0 48,c7d6 h5h6 c3c7 e4f5
0BZX0,8/1p5p/p1p5/2Pk2p1/P2Pp3/4P1K1/6PP/8 b - - 4 31,h7h5 h2h4 g5h4 g3f4 a6a5 f4f5 h4h3 g2h3 h5h4 f5f4 d5c4 f4e4
0BebU,r7/1pq1rp1R/6p1/pp1p2kR/P2Pn1N1/3QP3/4KPP1/8 b - - 2 28,g5g4 d3e4 d5e4 f2f3 e4f3 g2f3 g4g3 h5g5
0BiQ3,5rk1/6p1/4p2p/q3P3/b1BPQp2/prb2N1P/5PPB/2R3K1 b - - 1 31,c3b2 c4e6 g8h8 f3h4 a4e8 c1c8 b3b6 c8e8
0BrFK,5rk1/P4pp1/4p3/4B3/3Pp2p/2QbP1Pq/5P2/2R3K1 b - - 0 29,h4g3 f2g3 f8a8 c3b2
0C0oD,8/5p2/6pK/4Pk2/5PRP/8/7r/8 w - - 13 75,e5e6 f7e6 g4g6 h2h4 h6g7 h4f4 g6f6 f5e5 f6h6 f4f1
0C9QI,rnb3n1/pppp3Q/2k5/4P3/1b1B4/2N5/P4P1P/2KR2Nq b - - 2 14,h1g2 h7c2 b7b6 c3d5 c6d5 g1e2
0CCm0,3q2k1/1b2rp1p/6p1/1p6/3b1Q2/7P/PP4P1/4RR1K b - - 3 33,e7e1 f4f7 g8h8 f1e1 b7c6 e1e7 d8g8 f7g8 h8g8 e7e6 c6d7 e6d6
0CQir,1k4r1/1prq3p/8/QP1Pp2b/P3Pp2/7P/6P1/2R2B1K w - - 0 30,c1c7 d7c7 b5b6 c7d6
0CV2R,5r2/R4p2/p5pk/2pq1nNp/P4Q1P/6PK/5P2/8 b - - 7 36,c5c4 g5e6 h6h7 e6f8 h7g8 h3h2
0CZQz,2b1rk1r/4q3/4p1Q1/3pPPN1/p1pP3P/1nP5/6P1/1R1R2K1 b - - 0 36,e6f5 e5e6 c8e6 d1f1
0CegO,8/8/8/1p2p1kp/1P3pp1/4K1P1/2B5/8 w - - 0 52,g3f4 e5f4 e3f2 h5h4 c2d3 h4h3 d3e4 g5h4 e4c6 f4f3 f2g1 h4g3
0Cfiw,r1bq1rk1/5p1p/p2p2p1/1p1pb2n/2P1P3/P1N2P2/B1PB2PP/1R1Q1RK1 w - - 0 16,c4d5 d8h4 g2g3 e5d4
0Cg5x,5rk1/2Rn1qp1/4p2p/4P3/3P1p2/P1Qb1BP1/4r2P/4R1K1 w - - 2 29,f3e2 f4g3 e1f1 f7f2 f1f2 g3f2 g1g2 d3e2
0D2bS,r2qk2r/pp3pp1/4p3/5b1p/1P1Pp2P/P4Nb1/1B2P1B1/2RQ1RK1 w kq - 0 16,f3e5 e8g8 d4d5 d8h4
0D3Kn,8/2p5/4p1p1/1KP2k1p/5P1P/6P1/8/8 b - - 0 42,f5e4 b5c6 e4d4 c6d7 d4c5 d7e6
0D8jB,r7/ppp2k1Q/5bp1/q3n3/8/4r3/PPP3PP/2KRR3 b - - 1 24,f6g7 e1e3 a5b5 e3e4
0DDKh,8/3N2k1/3r1P2/6KP/8/8/8/8 b - - 0 60,g7f7 d7e5 f7e6 f6f7 d6d8 e5c6 d8h8 g5g6
0DM3k,3rr1k1/p6p/8/1p1q1ppQ/1P2n3/P2p1PP1/1B4KP/2R5 b - - 0 26,d3d2 c1c7 e8e7 c7e7 g8f8 e7h7 d5g8 h5h6
0Da8T,r3k2r/ppp2p2/3qpn1p/2Pp2p1/3P4/2NQPP1P/PP3P2/R3K1R1 b Qkq - 0 13,d6h2 d3f1 c7c6 f3f4
0DdVI,4k2r/1pq2p2/p3ppp1/2p5/6Q1/1P2R2P/P1Pr1PP1/R5K1 b k - 3 20,d2c2 g4d1 c2b2 d1c1 b2f2 g1f2
0DefU,8/k1q3p1/ppP1p1p1/3p1p2/R2Pn3/N2QK3/PP3P1r/8 b - - 3 36,c7c8 d3a6 c8a6 a3b5
0Dejj,8/8/1k4pp/p2K4/P4PP1/8/8/8 b - - 0 44,b6c7 d5e5 h6h5 f4f5 h5h4 f5g6 h4h3 g6g7 h3h2 g7g8q
0DoNL,5k2/1R6/7p/4KP1P/8/8/8/7r b - - 0 53,h1h5 e5e6 h5h1 b7b8 f8g7 f5f6 g7g6 b8g8
0Dqae,r1b1k2r/3n1ppp/ppR1p3/4q3/4N3/3Bb3/PP4PP/3Q1R1K b kq - 3 19,c8b7 e4d6 e8f8 f1f7 f8g8 c6c7 e3c5 f7d7 c5d6 d7d6
0Ds5S,r1bqk2r/pppp2pp/2n2n2/2b3N1/4pP2/2N5/PPPP2PP/R1BQKB1R w KQkq - 2 8,c3e4 d8e7 d1e2 c6d4 e4f6 g7f6
0Duhy,6k1/pp3ppp/2n3q1/3pr1B1/4b3/2P3Q1/P4PPP/3RR1K1 w - - 8 20,c3c4 e5g5 e1e4 f7f6 e4g4 g5g4
0E1lP,6k1/1pp2p2/p4N1p/4P3/1Pq2P2/b6r/P1r2B2/1Q2R1K1 b - - 0 31,g8h8 b1d1 h3d3 d1g4 d3d8 g4h4 d8g8 f6g8
0EDmh,1k5r/1p6/p1p2N2/6p1/6Pp/2R1QKbP/Pq6/8 b - - 1 37,b8c7 e3d4 b2h2 f6d5 c7b8 d4h8 b8a7 h8d4
0EJos,r1b2rk1/pp1p1p1p/2p2Rn1/q4N2/8/1P4Q1/4B1PP/2RK4 b - - 4 23,a5b4 e2h5 d7d6 h5g6
0ELKm,5Q2/ppp5/4r1pk/5p1p/3P4/2P2P1P/PP4PK/4q2N b - - 5 35,h6g5 h1g3 h5h4 f3f4 g5f4 f8h6 g6g5 g3h5 f4e3 h6e6
0EOBb,r1b2q2/pppk4/2n3Q1/1B1pp3/4n3/3P4/PPP2bPP/RNB2K1R w - - 1 13,g6g4 d7e7 g4f3 f8f3 g2f3 c8h3 f1e2 c6d4
0EbNU,8/8/ppp1k3/7p/PPPP1Pp1/8/5K2/8 b - - 1 39,e6f5 c4c5 b6c5 d4c5 f5e6 f2g3
0Ei9t,8/8/p1pp4/P2k3p/1P1P1p1P/3K1P2/8/8 b - - 0 33,d5e6 d3c4 e6d7 d4d5 d7c7 c4d4
